state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,Predicted total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
RI,75,415,387-8201,no,no,0,,,,,,,,,,,,,,,
AK,132,510,346-4360,no,no,0,,,,,,,,,,,,,,,
WI,162,408,412-8811,no,no,0,,,,,,,,,,,,,,,
IN,140,415,413-3990,no,no,0,,,,,,,,,,,,,,,
MI,91,408,345-2448,no,no,0,,,,,,,,,,,,,,,
ID,73,510,394-4512,no,yes,28,,,,,,,,,,,,,,,
NH,95,408,400-8538,yes,no,0,,,,,,,,,,,,,,,
MN,145,408,412-8769,no,no,0,,,,,,,,,,,,,,,
AZ,100,415,390-1552,no,no,0,,,,,,,,,,,,,,,
MN,122,415,389-2477,no,no,0,,,,,,,,,,,,,,,
MO,109,415,389-4695,no,no,0,,,,,,,,,,,,,,,
AL,82,408,406-8037,no,no,0,,,,,,,,,,,,,,,
PA,65,415,382-9138,no,yes,23,,,,,,,,,,,,,,,
AK,52,510,414-7942,no,no,0,,,,,,,,,,,,,,,
MS,136,415,348-7071,no,yes,24,,,,,,,,,,,,,,,
IA,75,415,404-2942,no,no,0,,,,,,,,,,,,,,,
WY,146,408,348-3581,no,no,0,,,,,,,,,,,,,,,
NE,105,408,327-6764,no,no,0,,,,,,,,,,,,,,,
ND,48,415,405-2831,no,no,0,,,,,,,,,,,,,,,
CT,45,415,416-4351,no,no,0,,,,,,,,,,,,,,,
NC,106,415,419-3196,no,yes,37,,,,,,,,,,,,,,,
CT,33,510,411-6211,no,no,0,,,,,,,,,,,,,,,
ND,68,408,391-8369,no,no,0,,,,,,,,,,,,,,,
WA,106,408,416-4464,no,no,0,,,,,,,,,,,,,,,
NV,141,415,347-1814,no,no,0,,,,,,,,,,,,,,,
CO,98,408,386-7337,no,no,0,,,,,,,,,,,,,,,
KS,94,510,375-8505,no,yes,28,,,,,,,,,,,,,,,
CO,65,510,407-5056,no,no,0,,,,,,,,,,,,,,,
MO,85,415,367-8924,no,no,0,,,,,,,,,,,,,,,
MA,71,510,419-5171,no,no,0,,,,,,,,,,,,,,,
NY,112,408,396-7687,no,yes,30,,,,,,,,,,,,,,,
AK,110,415,394-4548,no,no,0,,,,,,,,,,,,,,,
WI,111,415,382-6438,no,no,0,,,,,,,,,,,,,,,
NH,74,408,413-2194,no,no,0,,,,,,,,,,,,,,,
TN,105,510,366-2622,no,no,0,,,,,,,,,,,,,,,
NY,40,408,416-7591,no,no,0,,,,,,,,,,,,,,,
GA,128,408,355-2634,yes,yes,18,,,,,,,,,,,,,,,
MN,123,408,422-5350,no,no,0,,,,,,,,,,,,,,,
MI,122,510,329-2388,no,no,0,,,,,,,,,,,,,,,
ID,114,408,381-5273,no,yes,19,,,,,,,,,,,,,,,
CT,102,415,421-6694,no,yes,25,,,,,,,,,,,,,,,
NC,126,415,342-1702,no,no,0,,,,,,,,,,,,,,,
LA,150,415,381-4029,no,no,0,,,,,,,,,,,,,,,
NJ,60,408,335-2967,no,no,0,,,,,,,,,,,,,,,
TX,123,408,416-6594,no,no,0,,,,,,,,,,,,,,,
CA,138,510,388-6026,yes,no,0,,,,,,,,,,,,,,,
MD,29,510,367-1024,no,no,0,,,,,,,,,,,,,,,
WY,111,415,386-7118,no,no,0,,,,,,,,,,,,,,,
TX,37,510,346-2020,yes,no,0,,,,,,,,,,,,,,,
CA,111,408,329-9067,no,no,0,,,,,,,,,,,,,,,
UT,81,510,329-6144,no,no,0,,,,,,,,,,,,,,,
WA,46,510,332-1502,no,no,0,,,,,,,,,,,,,,,
MS,69,510,342-8320,no,yes,27,,,,,,,,,,,,,,,
OH,125,408,411-5748,no,no,0,,,,,,,,,,,,,,,
KS,43,415,381-9367,no,no,0,,,,,,,,,,,,,,,
RI,127,415,400-1280,no,yes,27,,,,,,,,,,,,,,,
IN,94,510,360-5794,no,no,0,,,,,,,,,,,,,,,
VT,46,408,373-3538,no,no,0,,,,,,,,,,,,,,,
MT,73,408,394-9942,no,yes,26,,,,,,,,,,,,,,,
CT,146,408,380-3329,no,yes,23,,,,,,,,,,,,,,,
NM,93,415,334-7618,no,no,0,,,,,,,,,,,,,,,
OH,52,408,327-9289,no,yes,31,,,,,,,,,,,,,,,
GA,202,510,351-2589,no,no,0,,,,,,,,,,,,,,,
MN,129,510,368-6892,no,yes,31,,,,,,,,,,,,,,,
CT,94,415,337-9303,no,no,0,,,,,,,,,,,,,,,
AL,100,415,377-5258,no,no,0,,,,,,,,,,,,,,,
WV,43,415,348-5767,no,no,0,,,,,,,,,,,,,,,
NH,130,415,373-3549,no,no,0,,,,,,,,,,,,,,,
WY,124,415,422-8344,no,no,0,,,,,,,,,,,,,,,
VA,92,510,411-2958,yes,no,0,,,,,,,,,,,,,,,
VT,48,415,384-2908,no,no,0,,,,,,,,,,,,,,,
OH,98,510,347-6393,no,yes,29,,,,,,,,,,,,,,,
MT,100,415,385-7148,no,no,0,,,,,,,,,,,,,,,
MA,79,415,419-2767,no,no,0,,,,,,,,,,,,,,,
VA,164,415,375-1746,no,no,0,,,,,,,,,,,,,,,
NM,105,415,362-7870,no,no,0,,,,,,,,,,,,,,,
AR,89,408,410-3725,yes,no,0,,,,,,,,,,,,,,,
NE,126,415,387-1535,no,no,0,,,,,,,,,,,,,,,
WY,96,408,329-2045,no,no,0,,,,,,,,,,,,,,,
IA,120,415,341-6743,no,yes,33,,,,,,,,,,,,,,,
SC,212,415,336-8343,no,no,0,,,,,,,,,,,,,,,
NC,72,415,368-5758,no,no,0,,,,,,,,,,,,,,,
HI,155,415,346-8362,yes,yes,26,,,,,,,,,,,,,,,
UT,89,415,345-9690,no,no,0,,,,,,,,,,,,,,,
WY,126,408,339-9798,yes,no,0,,,,,,,,,,,,,,,
AL,172,408,359-5731,no,no,0,,,,,,,,,,,,,,,
VA,75,415,373-2091,no,no,0,,,,,,,,,,,,,,,
WI,143,510,367-3439,no,no,0,,,,,,,,,,,,,,,
FL,166,510,367-1681,yes,no,0,,,,,,,,,,,,,,,
KS,132,415,420-9973,no,no,0,,,,,,,,,,,,,,,
NV,94,408,351-4025,yes,no,0,,,,,,,,,,,,,,,
NY,99,415,393-5897,no,no,0,,,,,,,,,,,,,,,
VA,136,415,384-7216,no,yes,35,,,,,,,,,,,,,,,
KS,119,415,384-4595,no,no,0,,,,,,,,,,,,,,,
NC,115,510,329-9667,yes,no,0,,,,,,,,,,,,,,,
MO,160,415,347-5063,no,no,0,,,,,,,,,,,,,,,
ND,166,510,345-8433,no,no,0,,,,,,,,,,,,,,,
CA,120,510,339-7602,no,no,0,,,,,,,,,,,,,,,
WV,173,415,332-1109,no,no,0,,,,,,,,,,,,,,,
IL,156,415,343-3296,no,no,0,,,,,,,,,,,,,,,
NY,70,415,366-2536,no,no,0,,,,,,,,,,,,,,,
NV,41,510,355-2293,no,no,0,,,,,,,,,,,,,,,
AL,132,408,350-9318,no,no,0,,,,,,,,,,,,,,,
KS,47,510,418-5300,yes,no,0,,,,,,,,,,,,,,,
ND,160,510,395-2626,no,no,0,,,,,,,,,,,,,,,
OK,180,415,402-7372,no,no,0,,,,,,,,,,,,,,,
UT,93,415,337-9710,no,no,0,,,,,,,,,,,,,,,
OH,109,415,363-4967,no,no,0,,,,,,,,,,,,,,,
WY,80,510,400-5389,no,no,0,,,,,,,,,,,,,,,
NM,54,415,416-9162,no,yes,24,,,,,,,,,,,,,,,
AL,121,415,414-6541,no,no,0,,,,,,,,,,,,,,,
DC,157,510,392-6647,no,yes,29,,,,,,,,,,,,,,,
ID,170,510,343-2465,no,yes,37,,,,,,,,,,,,,,,
AR,138,510,338-9171,no,no,0,,,,,,,,,,,,,,,
ID,92,415,405-4606,no,yes,31,,,,,,,,,,,,,,,
TX,126,415,386-9711,no,no,0,,,,,,,,,,,,,,,
NM,41,415,327-8495,no,no,0,,,,,,,,,,,,,,,
WA,167,415,416-5660,no,no,0,,,,,,,,,,,,,,,
UT,91,510,370-3032,no,no,0,,,,,,,,,,,,,,,
RI,127,510,331-8462,no,no,0,,,,,,,,,,,,,,,
NC,88,408,414-4037,no,yes,27,,,,,,,,,,,,,,,
RI,113,415,415-2865,no,no,0,,,,,,,,,,,,,,,
NY,78,510,362-2353,no,no,0,,,,,,,,,,,,,,,
TX,123,408,329-5114,no,no,0,,,,,,,,,,,,,,,
DE,136,408,351-1389,yes,yes,29,,,,,,,,,,,,,,,
MS,68,415,375-3668,no,yes,34,,,,,,,,,,,,,,,
OH,132,415,375-5414,no,yes,10,,,,,,,,,,,,,,,
LA,133,415,360-7079,no,no,0,,,,,,,,,,,,,,,
FL,127,415,344-9302,no,no,0,,,,,,,,,,,,,,,
WA,110,415,418-1775,no,no,0,,,,,,,,,,,,,,,
WV,121,510,401-2468,no,no,0,,,,,,,,,,,,,,,
NY,116,510,346-4984,no,no,0,,,,,,,,,,,,,,,
NE,112,415,351-2928,yes,yes,16,,,,,,,,,,,,,,,
PA,97,510,365-7774,yes,no,0,,,,,,,,,,,,,,,
MS,43,510,358-3691,no,no,0,,,,,,,,,,,,,,,
IN,110,415,364-9059,no,no,0,,,,,,,,,,,,,,,
VA,67,408,356-7208,no,no,0,,,,,,,,,,,,,,,
MN,166,408,333-5551,no,no,0,,,,,,,,,,,,,,,
DE,129,408,362-6528,no,no,0,,,,,,,,,,,,,,,
OR,103,510,394-2560,yes,no,0,,,,,,,,,,,,,,,
UT,71,415,367-3220,no,no,0,,,,,,,,,,,,,,,
CT,112,415,418-5708,no,yes,27,,,,,,,,,,,,,,,
AL,8,415,421-2245,no,yes,36,,,,,,,,,,,,,,,
TX,98,415,406-2242,no,no,0,,,,,,,,,,,,,,,
CT,90,415,347-6994,no,no,0,,,,,,,,,,,,,,,
MS,13,415,413-7468,no,no,0,,,,,,,,,,,,,,,
AR,58,415,389-6082,no,no,0,,,,,,,,,,,,,,,
CA,137,415,415-3689,no,yes,22,,,,,,,,,,,,,,,
MI,116,408,379-2503,no,no,0,,,,,,,,,,,,,,,
WV,94,415,396-1106,no,yes,28,,,,,,,,,,,,,,,
DE,87,415,379-4372,no,no,0,,,,,,,,,,,,,,,
FL,120,415,336-3738,no,no,0,,,,,,,,,,,,,,,
AK,97,415,380-2600,no,yes,24,,,,,,,,,,,,,,,
ID,134,415,345-4473,no,no,0,,,,,,,,,,,,,,,
OH,68,510,380-9990,no,no,0,,,,,,,,,,,,,,,
NH,93,408,411-1045,no,no,0,,,,,,,,,,,,,,,
MA,120,415,413-5306,no,no,0,,,,,,,,,,,,,,,
SC,41,408,417-6906,no,no,0,,,,,,,,,,,,,,,
OR,80,510,331-4807,no,no,0,,,,,,,,,,,,,,,
OH,83,415,376-5375,no,yes,25,,,,,,,,,,,,,,,
NC,109,510,361-9839,yes,no,0,,,,,,,,,,,,,,,
KY,66,510,348-8679,no,yes,33,,,,,,,,,,,,,,,
ID,104,510,403-6565,no,no,0,,,,,,,,,,,,,,,
WA,89,510,346-5287,no,no,0,,,,,,,,,,,,,,,
WV,127,510,413-6769,no,no,0,,,,,,,,,,,,,,,
RI,117,408,370-5042,no,yes,13,,,,,,,,,,,,,,,
KS,128,510,397-9486,no,no,0,,,,,,,,,,,,,,,
NV,88,415,364-3286,no,no,0,,,,,,,,,,,,,,,
NE,61,408,420-8897,no,no,0,,,,,,,,,,,,,,,
FL,22,415,378-9506,no,no,0,,,,,,,,,,,,,,,
WY,78,415,399-6259,no,no,0,,,,,,,,,,,,,,,
WA,56,415,335-5806,no,yes,29,,,,,,,,,,,,,,,
CO,192,415,401-6392,no,no,0,,,,,,,,,,,,,,,
WI,70,415,379-9859,no,no,0,,,,,,,,,,,,,,,
KS,148,510,415-4051,no,no,0,,,,,,,,,,,,,,,
RI,65,415,368-5612,no,yes,29,,,,,,,,,,,,,,,
MT,119,510,374-5301,no,no,0,,,,,,,,,,,,,,,
CO,80,415,406-5710,no,no,0,,,,,,,,,,,,,,,
CT,152,408,354-7077,no,yes,20,,,,,,,,,,,,,,,
FL,113,510,343-3340,no,no,0,,,,,,,,,,,,,,,
VT,75,510,377-8267,no,no,0,,,,,,,,,,,,,,,
OH,80,415,382-2453,no,no,0,,,,,,,,,,,,,,,
NH,148,408,333-7449,no,no,0,,,,,,,,,,,,,,,
RI,63,415,366-4287,yes,no,0,,,,,,,,,,,,,,,
FL,97,415,415-2285,no,yes,28,,,,,,,,,,,,,,,
MD,166,415,381-1328,no,no,0,,,,,,,,,,,,,,,
WY,94,408,344-4022,no,no,0,,,,,,,,,,,,,,,
FL,85,408,415-6601,no,yes,33,,,,,,,,,,,,,,,
TN,80,415,351-7309,yes,no,0,,,,,,,,,,,,,,,
NC,210,415,363-7802,no,yes,31,,,,,,,,,,,,,,,
IN,88,415,408-4870,yes,yes,25,,,,,,,,,,,,,,,
IA,100,408,378-9478,no,no,0,,,,,,,,,,,,,,,
WV,154,408,401-4778,no,yes,35,,,,,,,,,,,,,,,
UT,32,510,370-9563,no,yes,26,,,,,,,,,,,,,,,
GA,18,408,394-6382,no,no,0,,,,,,,,,,,,,,,
AK,126,415,333-5295,no,yes,31,,,,,,,,,,,,,,,
UT,144,510,370-2451,no,yes,37,,,,,,,,,,,,,,,
MS,29,510,401-6982,no,no,0,,,,,,,,,,,,,,,
AR,86,408,329-8115,no,yes,16,,,,,,,,,,,,,,,
AK,138,415,340-3409,no,yes,37,,,,,,,,,,,,,,,
AK,146,415,397-5911,no,no,0,,,,,,,,,,,,,,,
ME,175,415,415-6127,no,no,0,,,,,,,,,,,,,,,
WV,74,510,392-6073,no,no,0,,,,,,,,,,,,,,,
CT,48,415,419-6564,no,no,0,,,,,,,,,,,,,,,
GA,74,510,340-8245,no,yes,31,,,,,,,,,,,,,,,
NV,105,415,376-4540,yes,no,0,,,,,,,,,,,,,,,
VT,157,510,361-5936,no,no,0,,,,,,,,,,,,,,,
DC,217,415,421-9846,no,no,0,,,,,,,,,,,,,,,
TN,68,415,356-1582,no,no,0,,,,,,,,,,,,,,,
OR,80,415,375-4900,no,no,0,,,,,,,,,,,,,,,
MS,38,415,420-8953,no,yes,25,,,,,,,,,,,,,,,
NC,107,415,376-4035,no,yes,38,,,,,,,,,,,,,,,
CO,140,415,344-5206,no,no,0,,,,,,,,,,,,,,,
AR,98,415,328-7833,no,no,0,,,,,,,,,,,,,,,
PA,114,415,417-4266,no,no,0,,,,,,,,,,,,,,,
MN,46,408,351-6574,no,no,0,,,,,,,,,,,,,,,
NM,118,415,372-8925,no,yes,42,,,,,,,,,,,,,,,
UT,37,510,340-5678,no,no,0,,,,,,,,,,,,,,,
NE,34,415,361-6814,no,no,0,,,,,,,,,,,,,,,
MS,98,415,336-7155,yes,yes,23,,,,,,,,,,,,,,,
NV,113,510,342-8167,no,no,0,,,,,,,,,,,,,,,
OR,69,408,375-9180,no,no,0,,,,,,,,,,,,,,,
VA,121,415,357-7064,no,no,0,,,,,,,,,,,,,,,
NJ,59,510,347-5354,yes,yes,31,,,,,,,,,,,,,,,
WV,59,510,362-9391,no,no,0,,,,,,,,,,,,,,,
OR,190,415,386-8984,no,no,0,,,,,,,,,,,,,,,
KY,109,415,384-6372,no,no,0,,,,,,,,,,,,,,,
MO,136,415,358-1329,no,no,0,,,,,,,,,,,,,,,
TX,86,510,400-7987,no,no,0,,,,,,,,,,,,,,,
MN,100,415,327-8732,no,yes,27,,,,,,,,,,,,,,,
FL,106,510,389-6955,no,no,0,,,,,,,,,,,,,,,
PA,104,415,396-1800,no,no,0,,,,,,,,,,,,,,,
WV,129,415,349-4979,no,no,0,,,,,,,,,,,,,,,
IN,205,510,361-5864,no,no,0,,,,,,,,,,,,,,,
OK,93,415,418-4658,no,yes,32,,,,,,,,,,,,,,,
NE,123,415,330-6208,no,no,0,,,,,,,,,,,,,,,
DE,99,415,416-6628,no,no,0,,,,,,,,,,,,,,,
MI,61,415,349-5617,no,yes,33,,,,,,,,,,,,,,,
IL,71,415,397-8051,no,no,0,,,,,,,,,,,,,,,
UT,4,510,413-6346,yes,no,0,,,,,,,,,,,,,,,
IL,148,408,395-9270,no,yes,25,,,,,,,,,,,,,,,
WA,141,415,401-7575,no,no,0,,,,,,,,,,,,,,,
NM,56,408,332-5964,no,no,0,,,,,,,,,,,,,,,
MD,160,415,348-3338,no,no,0,,,,,,,,,,,,,,,
VA,43,408,387-5411,no,yes,35,,,,,,,,,,,,,,,
MT,42,415,378-7872,no,no,0,,,,,,,,,,,,,,,
CT,135,415,389-6037,yes,no,0,,,,,,,,,,,,,,,
AL,106,415,349-3732,no,no,0,,,,,,,,,,,,,,,
WV,106,510,347-9738,no,no,0,,,,,,,,,,,,,,,
MO,83,415,380-6074,no,yes,30,,,,,,,,,,,,,,,
ND,110,415,338-4307,no,no,0,,,,,,,,,,,,,,,
AR,153,408,339-3636,no,no,0,,,,,,,,,,,,,,,
GA,109,510,328-9315,no,yes,35,,,,,,,,,,,,,,,
FL,31,510,402-3634,no,no,0,,,,,,,,,,,,,,,
LA,124,510,348-4316,no,no,0,,,,,,,,,,,,,,,
UT,110,415,375-3826,no,no,0,,,,,,,,,,,,,,,
AZ,124,415,360-1406,no,no,0,,,,,,,,,,,,,,,
NY,82,415,356-5475,no,no,0,,,,,,,,,,,,,,,
KY,122,415,363-9969,no,no,0,,,,,,,,,,,,,,,
AL,137,415,350-4367,no,no,0,,,,,,,,,,,,,,,
IN,69,510,348-1592,no,no,0,,,,,,,,,,,,,,,
IN,46,415,368-9751,no,yes,34,,,,,,,,,,,,,,,
FL,103,415,380-6413,no,no,0,,,,,,,,,,,,,,,
NM,16,510,367-9259,no,no,0,,,,,,,,,,,,,,,
AL,119,415,404-8765,no,no,0,,,,,,,,,,,,,,,
MN,124,510,371-6284,yes,no,0,,,,,,,,,,,,,,,
NY,122,415,403-9468,no,yes,37,,,,,,,,,,,,,,,
MD,139,415,335-3133,no,no,0,,,,,,,,,,,,,,,
KS,67,510,366-4426,no,no,0,,,,,,,,,,,,,,,
WV,84,408,354-4752,no,no,0,,,,,,,,,,,,,,,
ID,101,510,406-4768,no,yes,17,,,,,,,,,,,,,,,
LA,40,510,367-9257,no,no,0,,,,,,,,,,,,,,,
MI,61,415,342-8348,no,no,0,,,,,,,,,,,,,,,
TN,120,408,410-7611,yes,no,0,,,,,,,,,,,,,,,
CA,95,415,341-3270,no,no,0,,,,,,,,,,,,,,,
FL,98,408,416-7452,no,no,0,,,,,,,,,,,,,,,
LA,114,415,356-8982,no,no,0,,,,,,,,,,,,,,,
IL,68,415,340-6908,yes,yes,29,,,,,,,,,,,,,,,
AL,149,415,348-6659,no,yes,20,,,,,,,,,,,,,,,
CT,22,408,345-2401,no,no,0,,,,,,,,,,,,,,,
PA,176,415,422-5264,no,no,0,,,,,,,,,,,,,,,
TX,152,415,422-1799,no,no,0,,,,,,,,,,,,,,,
VA,118,408,404-2877,no,no,0,,,,,,,,,,,,,,,
MO,101,415,417-7913,yes,no,0,,,,,,,,,,,,,,,
MT,102,408,399-2457,no,no,0,,,,,,,,,,,,,,,
ND,118,408,419-3427,no,no,0,,,,,,,,,,,,,,,
FL,105,415,358-2490,no,no,0,,,,,,,,,,,,,,,
WI,153,510,349-3112,no,no,0,,,,,,,,,,,,,,,
KY,71,415,414-5422,no,no,0,,,,,,,,,,,,,,,
MD,71,415,386-3766,no,yes,31,,,,,,,,,,,,,,,
IN,68,415,386-9724,no,no,0,,,,,,,,,,,,,,,
MA,66,415,416-7393,no,no,0,,,,,,,,,,,,,,,
ND,101,415,395-1380,no,no,0,,,,,,,,,,,,,,,
VT,116,415,408-4911,no,no,0,,,,,,,,,,,,,,,
CT,54,415,387-4064,no,yes,33,,,,,,,,,,,,,,,
VA,112,408,380-5667,no,yes,29,,,,,,,,,,,,,,,
MS,122,408,402-8930,no,yes,45,,,,,,,,,,,,,,,
AK,74,415,336-6533,no,no,0,,,,,,,,,,,,,,,
WY,90,415,359-9992,no,no,0,,,,,,,,,,,,,,,
NY,112,415,391-1737,no,no,0,,,,,,,,,,,,,,,
NC,85,510,404-2871,no,no,0,,,,,,,,,,,,,,,
IL,100,415,420-6121,no,no,0,,,,,,,,,,,,,,,
OH,114,415,369-4012,no,no,0,,,,,,,,,,,,,,,
RI,83,510,357-2294,no,no,0,,,,,,,,,,,,,,,
WY,157,415,348-9938,yes,no,0,,,,,,,,,,,,,,,
OR,51,510,394-3023,no,no,0,,,,,,,,,,,,,,,
NV,42,415,352-5466,no,no,0,,,,,,,,,,,,,,,
ND,101,415,364-5510,no,yes,36,,,,,,,,,,,,,,,
OR,112,510,396-6462,no,no,0,,,,,,,,,,,,,,,
ND,56,510,384-5335,no,no,0,,,,,,,,,,,,,,,
NJ,53,408,416-6886,no,no,0,,,,,,,,,,,,,,,
WV,64,415,357-2748,no,yes,22,,,,,,,,,,,,,,,
VA,123,408,386-7976,no,no,0,,,,,,,,,,,,,,,
ID,68,510,403-9199,no,yes,30,,,,,,,,,,,,,,,
CT,40,510,361-1900,yes,no,0,,,,,,,,,,,,,,,
NM,132,408,405-3848,no,no,0,,,,,,,,,,,,,,,
CT,120,408,344-1136,yes,no,0,,,,,,,,,,,,,,,
MI,108,408,378-6276,no,yes,32,,,,,,,,,,,,,,,
SC,161,510,343-2592,no,no,0,,,,,,,,,,,,,,,
SC,130,415,396-4410,no,no,0,,,,,,,,,,,,,,,
NY,122,510,397-3943,no,no,0,,,,,,,,,,,,,,,
MT,130,408,347-3821,no,yes,19,,,,,,,,,,,,,,,
WY,90,510,400-8069,no,no,0,,,,,,,,,,,,,,,
NE,139,415,346-5349,no,yes,25,,,,,,,,,,,,,,,
IN,57,415,345-5089,no,no,0,,,,,,,,,,,,,,,
CO,128,510,410-4613,no,no,0,,,,,,,,,,,,,,,
WY,127,510,356-4706,yes,no,0,,,,,,,,,,,,,,,
MD,107,415,347-3406,no,no,0,,,,,,,,,,,,,,,
OK,177,408,333-9133,no,no,0,,,,,,,,,,,,,,,
SD,121,415,392-2459,no,no,0,,,,,,,,,,,,,,,
SC,99,510,401-3685,yes,yes,39,,,,,,,,,,,,,,,
NY,126,415,352-7752,yes,no,0,,,,,,,,,,,,,,,
NY,77,415,388-9285,no,yes,33,,,,,,,,,,,,,,,
WV,21,415,332-5582,no,no,0,,,,,,,,,,,,,,,
WA,56,408,376-2550,no,no,0,,,,,,,,,,,,,,,
ID,92,415,333-4594,no,yes,29,,,,,,,,,,,,,,,
MN,81,510,375-2522,no,no,0,,,,,,,,,,,,,,,
TX,139,510,388-2240,yes,yes,31,,,,,,,,,,,,,,,
AZ,68,415,420-1782,no,no,0,,,,,,,,,,,,,,,
DE,183,415,384-8890,no,yes,8,,,,,,,,,,,,,,,
CO,90,408,371-4788,no,no,0,,,,,,,,,,,,,,,
WI,165,408,360-5636,no,no,0,,,,,,,,,,,,,,,
WI,89,415,373-4264,no,no,0,,,,,,,,,,,,,,,
NJ,59,510,352-9836,no,no,0,,,,,,,,,,,,,,,
IL,16,415,342-2013,yes,no,0,,,,,,,,,,,,,,,
DC,114,415,354-5689,no,no,0,,,,,,,,,,,,,,,
IA,113,510,335-8427,no,no,0,,,,,,,,,,,,,,,
GA,120,408,409-6753,no,no,0,,,,,,,,,,,,,,,
AK,115,415,349-1756,no,no,0,,,,,,,,,,,,,,,
CA,37,510,328-8980,no,no,0,,,,,,,,,,,,,,,
MN,100,415,399-2151,yes,no,0,,,,,,,,,,,,,,,
CO,132,415,379-9524,no,no,0,,,,,,,,,,,,,,,
KY,38,408,352-9947,no,yes,36,,,,,,,,,,,,,,,
SC,1,408,336-1043,no,no,0,,,,,,,,,,,,,,,
MT,97,415,416-7013,no,yes,15,,,,,,,,,,,,,,,
KY,55,415,345-4551,no,yes,28,,,,,,,,,,,,,,,
WV,75,415,405-9864,no,no,0,,,,,,,,,,,,,,,
ID,83,415,350-4297,no,no,0,,,,,,,,,,,,,,,
MN,40,510,350-7114,no,no,0,,,,,,,,,,,,,,,
MA,101,415,400-4244,no,yes,21,,,,,,,,,,,,,,,
MD,120,415,417-2608,no,yes,40,,,,,,,,,,,,,,,
SD,183,415,372-2990,no,yes,31,,,,,,,,,,,,,,,
PA,75,510,353-9998,no,no,0,,,,,,,,,,,,,,,
KY,80,415,330-3008,no,no,0,,,,,,,,,,,,,,,
ID,88,415,384-8629,no,no,0,,,,,,,,,,,,,,,
NY,112,415,404-9504,no,yes,23,,,,,,,,,,,,,,,
NM,63,510,405-8753,no,no,0,,,,,,,,,,,,,,,
CA,105,415,409-9911,no,yes,31,,,,,,,,,,,,,,,
ID,92,415,394-4260,no,no,0,,,,,,,,,,,,,,,
WY,177,415,380-9063,no,no,0,,,,,,,,,,,,,,,
NM,118,510,395-4509,no,no,0,,,,,,,,,,,,,,,
HI,111,408,401-6671,no,yes,13,,,,,,,,,,,,,,,
ID,82,510,405-7204,no,yes,34,,,,,,,,,,,,,,,
NC,74,415,329-5377,no,no,0,,,,,,,,,,,,,,,
TX,121,415,408-9572,no,yes,31,,,,,,,,,,,,,,,
GA,131,408,380-9879,no,no,0,,,,,,,,,,,,,,,
AL,125,408,384-9243,no,no,0,,,,,,,,,,,,,,,
ME,19,415,404-5597,no,no,0,,,,,,,,,,,,,,,
VA,138,415,359-7521,no,no,0,,,,,,,,,,,,,,,
ID,119,415,327-4795,no,no,0,,,,,,,,,,,,,,,
NY,137,510,338-7955,no,no,0,,,,,,,,,,,,,,,
NC,182,415,379-6970,no,no,0,,,,,,,,,,,,,,,
OH,135,415,351-7807,no,no,0,,,,,,,,,,,,,,,
HI,134,415,342-9394,no,yes,38,,,,,,,,,,,,,,,
DC,45,415,384-6264,no,no,0,,,,,,,,,,,,,,,
TN,129,408,352-4534,no,no,0,,,,,,,,,,,,,,,
VT,142,415,378-4617,no,no,0,,,,,,,,,,,,,,,
MD,130,415,364-9567,no,yes,45,,,,,,,,,,,,,,,
LA,163,408,371-5875,no,yes,23,,,,,,,,,,,,,,,
HI,105,415,383-6489,no,no,0,,,,,,,,,,,,,,,
FL,119,415,345-7117,no,no,0,,,,,,,,,,,,,,,
WY,78,408,384-3902,no,no,0,,,,,,,,,,,,,,,
NE,92,415,386-2759,no,no,0,,,,,,,,,,,,,,,
WY,146,415,356-1270,no,yes,11,,,,,,,,,,,,,,,
OR,125,408,379-1336,no,yes,32,,,,,,,,,,,,,,,
IN,88,415,354-7201,no,no,0,,,,,,,,,,,,,,,
MD,83,408,404-5057,no,yes,38,,,,,,,,,,,,,,,
TN,3,510,407-8012,yes,no,0,,,,,,,,,,,,,,,
WV,152,510,332-6139,yes,yes,41,,,,,,,,,,,,,,,
WA,48,510,328-1373,no,no,0,,,,,,,,,,,,,,,
MS,189,415,411-6501,no,no,0,,,,,,,,,,,,,,,
OH,95,415,329-8056,no,yes,23,,,,,,,,,,,,,,,
IN,129,415,415-4564,no,no,0,,,,,,,,,,,,,,,
CO,66,408,329-6192,no,yes,40,,,,,,,,,,,,,,,
TX,80,510,384-3904,no,yes,22,,,,,,,,,,,,,,,
AK,1,408,373-1028,no,no,0,,,,,,,,,,,,,,,
WV,84,408,369-1220,no,no,0,,,,,,,,,,,,,,,
MA,96,415,359-9369,no,no,0,,,,,,,,,,,,,,,
TN,123,415,415-3016,no,yes,34,,,,,,,,,,,,,,,
ID,116,510,414-7090,yes,yes,29,,,,,,,,,,,,,,,
DE,105,415,350-2250,yes,no,0,,,,,,,,,,,,,,,
VA,80,415,383-9355,no,no,0,,,,,,,,,,,,,,,
MT,157,408,417-3257,no,no,0,,,,,,,,,,,,,,,
ID,67,510,336-8010,no,yes,30,,,,,,,,,,,,,,,
IN,141,415,354-7718,no,yes,39,,,,,,,,,,,,,,,
