state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,Predicted total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
NC,72,415,368-5758,no,no,0,137.6,106,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,FALSE
HI,155,415,346-8362,yes,yes,26,211.7,121,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3,1,FALSE
UT,89,415,345-9690,no,no,0,89.7,80,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,FALSE
WY,126,408,339-9798,yes,no,0,197.6,126,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,FALSE
AL,172,408,359-5731,no,no,0,270,102,102,45.9,256.6,111,21.81,168.5,104,7.58,12,5,3.24,2,TRUE
VA,75,415,373-2091,no,no,0,224.7,116,116,38.2,192,79,16.32,212.2,98,9.55,11.3,11,3.05,3,FALSE
WI,143,510,367-3439,no,no,0,194.3,99,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,FALSE
FL,166,510,367-1681,yes,no,0,47.7,89,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,TRUE
KS,132,415,420-9973,no,no,0,190.1,105,105,32.32,182.2,116,15.49,279.8,105,12.59,13,2,3.51,1,FALSE
NV,94,408,351-4025,yes,no,0,89.5,94,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,TRUE
NY,99,415,393-5897,no,no,0,182.6,83,83,31.04,154.5,111,13.13,196,57,8.82,12.1,5,3.27,0,FALSE
VA,136,415,384-7216,no,yes,35,205.5,86,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,FALSE
KS,119,415,384-4595,no,no,0,231.5,82,82,39.36,266.9,97,22.69,211,118,9.49,7.4,10,2,1,FALSE
NC,115,510,329-9667,yes,no,0,251.3,69,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,TRUE
MO,160,415,347-5063,no,no,0,171.2,103,103,29.1,243.5,121,20.7,178.2,92,8.02,13,3,3.51,2,FALSE
ND,166,510,345-8433,no,no,0,197.9,89,89,33.64,251,113,21.34,138.3,85,6.22,11.2,2,3.02,2,FALSE
CA,120,510,339-7602,no,no,0,134.8,94,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,FALSE
WV,173,415,332-1109,no,no,0,191.4,114,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,FALSE
IL,156,415,343-3296,no,no,0,174.5,65,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,FALSE
NY,70,415,366-2536,no,no,0,177.4,125,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,FALSE
NV,41,510,355-2293,no,no,0,182.1,89,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,FALSE
AL,132,408,350-9318,no,no,0,222.4,85,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,FALSE
KS,47,510,418-5300,yes,no,0,47.8,120,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0,TRUE
ND,160,510,395-2626,no,no,0,121.8,97,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,FALSE
OK,180,415,402-7372,no,no,0,143.5,121,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,FALSE
UT,93,415,337-9710,no,no,0,164.9,68,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,FALSE
OH,109,415,363-4967,no,no,0,193.6,58,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,FALSE
WY,80,510,400-5389,no,no,0,101.1,121,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,FALSE
NM,54,415,416-9162,no,yes,24,92.3,88,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,FALSE
AL,121,415,414-6541,no,no,0,168.9,128,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,FALSE
DC,157,510,392-6647,no,yes,29,219.2,102,102,37.26,206,109,17.51,192.4,117,8.66,15,5,4.05,1,FALSE
ID,170,510,343-2465,no,yes,37,178.1,130,130,30.28,242.8,103,20.64,243,93,10.93,13,4,3.51,0,FALSE
AR,138,510,338-9171,no,no,0,146.5,101,101,24.91,284.5,142,24.18,176,98,7.92,14,6,3.78,3,FALSE
ID,92,415,405-4606,no,yes,31,172.3,116,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,FALSE
TX,126,415,386-9711,no,no,0,190.9,143,143,32.45,149.7,72,12.72,191.4,87,8.61,13,3,3.51,1,FALSE
NM,41,415,327-8495,no,no,0,232.1,74,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,TRUE
WA,167,415,416-5660,no,no,0,169.2,124,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,TRUE
UT,91,510,370-3032,no,no,0,123.8,107,107,21.05,319,125,27.12,237.6,78,10.69,7.3,4,1.97,2,FALSE
RI,127,510,331-8462,no,no,0,96,117,117,16.32,177,68,15.05,162.2,127,7.3,9.7,4,2.62,3,FALSE
NC,88,408,414-4037,no,yes,27,93.4,106,106,15.88,252,92,21.42,189,104,8.5,10.9,1,2.94,1,FALSE
RI,113,415,415-2865,no,no,0,90.6,130,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,FALSE
NY,78,510,362-2353,no,no,0,152.9,81,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,FALSE
TX,123,408,329-5114,no,no,0,257.9,92,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,FALSE
DE,136,408,351-1389,yes,yes,29,85.2,98,98,14.48,230.4,85,19.58,243.6,104,10.96,9,3,2.43,2,FALSE
MS,68,415,375-3668,no,yes,34,160,72,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,FALSE
OH,132,415,375-5414,no,yes,10,182.9,54,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,FALSE
LA,133,415,360-7079,no,no,0,216.2,67,67,36.75,222.2,133,18.89,192,95,8.64,3.1,1,0.84,2,FALSE
FL,127,415,344-9302,no,no,0,261.7,105,105,44.49,181.8,107,15.45,100.9,131,4.54,3.3,5,0.89,0,FALSE
WA,110,415,418-1775,no,no,0,241.2,105,105,41,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,FALSE
WV,121,510,401-2468,no,no,0,177.2,142,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,FALSE
NY,116,510,346-4984,no,no,0,89.5,128,128,15.22,180.8,137,15.37,193.1,94,8.69,14,3,3.78,2,FALSE
NE,112,415,351-2928,yes,yes,16,200.3,72,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1,FALSE
PA,97,510,365-7774,yes,no,0,145,103,103,24.65,294.3,93,25.02,239.8,120,10.79,11,2,2.97,4,TRUE
MS,43,510,358-3691,no,no,0,159.5,99,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,FALSE
IN,110,415,364-9059,no,no,0,151.8,106,106,25.81,138,126,11.73,233.5,112,10.51,11.2,8,3.02,3,FALSE
VA,67,408,356-7208,no,no,0,176.2,120,120,29.95,236,138,20.06,152.5,104,6.86,10.6,4,2.86,1,FALSE
MN,166,408,333-5551,no,no,0,152.1,95,95,25.86,121,105,10.29,198,126,8.91,9.8,5,2.65,0,FALSE
DE,129,408,362-6528,no,no,0,161.3,122,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,FALSE
OR,103,510,394-2560,yes,no,0,171.7,78,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,FALSE
UT,71,415,367-3220,no,no,0,278.9,110,110,47.41,190.2,67,16.17,255.2,84,11.48,11.7,7,3.16,0,TRUE
CT,112,415,418-5708,no,yes,27,213,121,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3,4,FALSE
AL,8,415,421-2245,no,yes,36,242.9,67,67,41.29,170.9,59,14.53,177.3,130,7.98,4.8,12,1.3,1,FALSE
TX,98,415,406-2242,no,no,0,217.2,121,121,36.92,303.4,73,25.79,197.1,71,8.87,12.4,2,3.35,0,TRUE
CT,90,415,347-6994,no,no,0,175.9,111,111,29.9,285.2,115,24.24,150.8,122,6.79,13,7,3.51,1,FALSE
MS,13,415,413-7468,no,no,0,303.2,133,133,51.54,170.5,86,14.49,227.6,80,10.24,11.5,3,3.11,0,TRUE
AR,58,415,389-6082,no,no,0,238.9,107,107,40.61,187.2,88,15.91,181.1,84,8.15,11.8,3,3.19,2,FALSE
CA,137,415,415-3689,no,yes,22,189.6,42,42,32.23,179,137,15.22,179.6,126,8.08,11.4,5,3.08,2,FALSE
MI,116,408,379-2503,no,no,0,133.3,94,94,22.66,247.8,126,21.06,219,78,9.86,11.3,5,3.05,5,TRUE
WV,94,415,396-1106,no,yes,28,92.7,107,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3,FALSE
DE,87,415,379-4372,no,no,0,177.2,72,72,30.12,248.9,105,21.16,200.8,87,9.04,8.6,7,2.32,3,FALSE
FL,120,415,336-3738,no,no,0,184.5,103,103,31.37,209,86,17.77,169.7,70,7.64,10.2,6,2.75,2,FALSE
